Geography,CalendarYear,Concentration_Group,Quarter_Group_Name,Systems_By_Max_Concentration,People_By_Max_Concentration,Systems_By_Mean_Concentration,People_By_Mean_Concentration,County_Code1
Northumberland,2014,PA AMERICAN WHITE DEER,PA4490023,0.4,mg/L,"29,816",97,
Perry,2014,PERLO RIDGE APTS,PA7500036,2.36,mg/L,42,99,
Perry,2014,LIVERPOOL MUNI AUTH,PA7500014,4.58,mg/L,903,99,
Perry,2014,PFAUTZ APTS,PA7500024,0.28,mg/L,234,99,
Perry,2014,ORCHARD HILLS MHP,PA7500010,0.5,mg/L,303,99,
Perry,2014,NEWPORT BORO WATER AUTH,PA7500022,1.87,mg/L,"2,812",99,
Perry,2014,HILLSIDE MANOR APTS,PA7500025,1.6,mg/L,88,99,
Perry,2014,DEER CHASE MHP,PA7500029,1.13,mg/L,84,99,
Perry,2014,ARBOR MANOR APTS,PA7500037,1.45,mg/L,65,99,
Perry,2014,CARSON LONG INST,PA7500039,4.4,mg/L,250,99,
Perry,2014,LUPFERS GROVE MHP & CPGRD,PA7500032,0.1,mg/L,55,99,
Perry,2014,BLOOMFIELD BORO WATER AUTH,PA7500012,1.62,mg/L,"1,170",99,
Perry,2014,STONEBRIDGE HEALTH & REHAB CTR,PA7500035,0.1,mg/L,60,99,
Perry,2014,DUNCANNON MUNI WATER,PA7500019,1.84,mg/L,"2,000",99,
Perry,2014,FOX HOLLOW EST MHP,PA7500023,0.1,mg/L,50,99,
Perry,2014,MILLERSTOWN BORO WATER,PA7500021,2.7,mg/L,676,99,
Perry,2014,SUNSHINE HILLS WATER CO,PA7500015,0.1,mg/L,246,99,
Perry,2014,COUNTRYSIDE MHP,PA7500034,0.1,mg/L,60,99,
Perry,2014,BLAIN WATER CO,PA7500018,5.28,mg/L,321,99,
Perry,2014,KINKORA PYTHIAN HOME,PA7500028,3.19,mg/L,150,99,
Perry,2014,LOYSVILLE YOUTH DEV CTR,PA7500031,3.58,mg/L,249,99,
Perry,2014,PFAUTZ HEIGHTS,PA7500030,1.3,mg/L,186,99,
Perry,2014,COUNTRY VIEW VILLAGE LP,PA7500013,0.1,mg/L,50,99,
Perry,2014,CREEKVIEW FARMS MHP,PA7500006,1.36,mg/L,450,99,
Perry,2014,PARADISE MHP,PA7500003,0.4,mg/L,548,99,
Perry,2014,SHERMANS VALLEY APTS PERLO III,PA7500017,2.51,mg/L,45,99,
Perry,2014,VILLAGE SQUARE CONDIMINIUMS,PA7500009,0.1,mg/L,48,99,
Philadelphia,2014,PHILADELPHIA WATER DEPARTMENT,PA1510001,2.41,mg/L,"1,600,000",101,
Pike,2014,LK WALLENPAUPACK EST WELL 5,PA2520106,0.86,mg/L,72,103,
Pike,2014,TANGLEWOOD SKI AQUA PA,PA2520066,0.55,mg/L,690,103,
Pike,2014,CRESCENT LAKE NORTH COMM ASSOC,PA2520086,0.25,mg/L,80,103,
Pike,2014,MILFORD SENIOR CARE,PA2520052,2.01,mg/L,110,103,
Pike,2014,PAWC MARCEL LAKES,PA2520035,0.27,mg/L,998,103,
Pike,2014,WHITE SAND SPRINGS,PA2520207,0.1,mg/L,40,103,
Pike,2014,MILFORD WATER AUTHORITY,PA2520046,0.76,mg/L,"2,420",103,
Pike,2014,HEMLOCK FARMS (MAIN),PA2520033,0.29,mg/L,"8,321",103,
Pike,2014,HAPPY HOLLOW,PA2520100,0.1,mg/L,89,103,
Pike,2014,THE ESCAPE,PA2520036,0.3,mg/L,"1,100",103,
Pike,2014,MUNI AUTH OF BORO OF MATAMORAS,PA2520044,0.83,mg/L,"2,900",103,
Pike,2014,POCONO RANCH LANDS SECT 4,PA2520054,0.1,mg/L,225,103,
Pike,2014,TRANQUILITY FALLS,PA2520040,1.04,mg/L,121,103,
Pike,2014,LAUREL WOODS MOBILE HOME PARK,PA2520031,0.1,mg/L,70,103,
Pike,2014,PAWC ALL SEASONS SYSTEM,PA2520056,0.1,mg/L,85,103,
Pike,2014,MOON VALLEY FALLS,PA2520103,0.1,mg/L,120,103,
Pike,2014,PAWC WILD ACRES,PA2520034,0.34,mg/L,"3,395",103,
Pike,2014,GRAMPAS WOODS ESTATES,PA2520005,0.36,mg/L,45,103,
Pike,2014,POCONO MTN LAKE ESTATES SECT5A,PA2520058,0.1,mg/L,150,103,
Pike,2014,TAMIMENT RESORT,PA2520070,0.35,mg/L,"2,280",103,
Pike,2014,LK WALLENPAUPACK EST WELL A,PA2520075,0.78,mg/L,98,103,
Pike,2014,RUSTIC ACRES MHP,PA2520042,1.47,mg/L,73,103,
Pike,2014,POC MTN LAKE EST SECT 1E,PA2520089,0.45,mg/L,140,103,
Pike,2014,PAWC SAW CREEK ESTATES,PA2520062,0.16,mg/L,"9,430",103,
Pike,2014,WHEATFIELD VILLAGE,PA2520087,0.64,mg/L,35,103,
Pike,2014,HITCHING POST ASSOC,PA2520048,0.1,mg/L,90,103,
Pike,2014,MAPLE PARK GARDEN APARTMENTS,PA2520208,0.1,mg/L,75,103,
Pike,2014,TWIN LAKES UTILITIES INC,PA2520051,0.15,mg/L,300,103,
Pike,2014,AQUA PA TANGLEWOOD LAKES,PA2520065,0.1,mg/L,"1,321",103,
Pike,2014,AQUA PA FAWN LAKE FOREST,PA2520037,0.1,mg/L,"6,533",103,
Pike,2014,LK WALLENPAUPACK EST WELL B2,PA2520105,1.05,mg/L,34,103,
Pike,2014,OAK MANOR ESTATES,PA2520095,0.6,mg/L,46,103,
Pike,2014,AQUA PA WOODLEDGE VILLAGE,PA2521031,0.1,mg/L,58,103,
Pike,2014,LAUREL LANE WELL 1,PA2520201,0.94,mg/L,85,103,
Pike,2014,PINE RIDGE SYSTEM,PA2520096,1.14,mg/L,"2,975",103,
Pike,2014,KILLIAM TRACT,PA2520073,0.54,mg/L,39,103,
Pike,2014,PAWC POCONO MTN LAKE FOREST,PA2520050,0.1,mg/L,175,103,
Pike,2014,PIKE COUNTY CORRECTIONAL FACIL,PA2520107,0.1,mg/L,376,103,
Pike,2014,PAWC MILFORD LANDING,PA2520085,0.21,mg/L,440,103,
Pike,2014,DEERHAVEN WHITE BEAUTY VIEW ES,PA2520110,0.21,mg/L,53,103,
Pike,2014,AQUA PA TAFTON WILSON HILL,PA2520061,0.1,mg/L,80,103,
Potter,2014,ROULETTE TWP AUTHORITY WATER,PA6530007,1.73,mg/L,972,105,
Potter,2014,CHARLES COLE MEMORIAL HOSPITAL,PA6530015,0.1,mg/L,60,105,
Potter,2014,NORTHERN TIER CHILDRENS HOME,PA6530001,0.1,mg/L,45,105,
Potter,2014,GALETON BOROUGH WATER AUTH,PA6530010,0.86,mg/L,"1,370",105,
Potter,2014,COUDERSPORT BORO WATER SYSTEM,PA6530009,0.38,mg/L,"2,864",105,
Potter,2014,AUSTIN BOROUGH,PA6530005,0.62,mg/L,700,105,
Potter,2014,ULYSSES MUNICIPAL AUTHORITY,PA6530006,4.18,mg/L,650,105,
Potter,2014,SHINGLEHOUSE BORO WATER DEPT,PA6530013,2.12,mg/L,"1,243",105,
Potter,2014,GENESEE TWP WATER AUTHORITY,PA6530011,0.81,mg/L,450,105,
Schuylkill,2014,TAMAQUA AREA WATER AUTHORITY,PA3540012,0.1,mg/L,"8,000",107,
Schuylkill,2014,THE PINES AT WEST PENN,PA3540061,0.1,mg/L,416,107,
Schuylkill,2014,MOREA CITIZENS WATER COMPANY,PA3540021,0.82,mg/L,275,107,
Schuylkill,2014,MOUNTAIN WATER AUTHORITY,PA3540026,0.1,mg/L,495,107,
Schuylkill,2014,ORWIGSBURG MUNICIPAL WATER WKS,PA3540024,0.1,mg/L,"3,000",107,
Schuylkill,2014,PLUM CREEK MUNICIPAL AUTH,PA3540049,0.43,mg/L,"2,500",107,
Schuylkill,2014,COUNTRY HILLS APTS,PA3540002,2.74,mg/L,40,107,
Schuylkill,2014,AQUA PA EAGLE ROCK UTILITIES,PA3540070,0.1,mg/L,956,107,
Schuylkill,2014,MARY D COMMUNITY ASSOCIATION,PA3540027,0.1,mg/L,175,107,
Schuylkill,2014,TOWER CITY AUTHORITY,PA3540045,0.1,mg/L,"3,150",107,
Schuylkill,2014,ASHLAND AREA WATER AUTHORITY,PA3540030,0.1,mg/L,"4,200",107,
Schuylkill,2014,AUBURN MUNICIPAL AUTHOUITY,PA3540015,0.1,mg/L,920,107,
Schuylkill,2014,PORT CLINTON WATER COOP ASSOC,PA3540025,0.17,mg/L,240,107,
Schuylkill,2014,SCMA PINEBROOK,PA3540054,2.64,mg/L,735,107,
Schuylkill,2014,RETREAT VILLAGE,PA3540058,0.85,mg/L,80,107,
Schuylkill,2014,SCHUYLKILL CO MUN AUTH,PA3540038,0.1,mg/L,"31,850",107,
Schuylkill,2014,DEER LAKE CITIZENS ASSOC,PA3540036,0.72,mg/L,380,107,
Schuylkill,2014,KLINE TOWNSHIP MUN AUTHORITY,PA3540014,1.06,mg/L,"6,700",107,
Schuylkill,2014,SCMA-TREMONT,PA3540046,0.1,mg/L,"2,515",107,
Schuylkill,2014,BLYTHE TWP MUNICIPAL AUTHORITY,PA3540017,0.1,mg/L,"7,100",107,
Schuylkill,2014,FRIENDLY NURSING HOME,PA3540003,2.51,mg/L,48,107,
Schuylkill,2014,MELANIE MANOR MOBILE HOME PARK,PA3540040,4.28,mg/L,110,107,
Schuylkill,2014,NUREMBURG WATER CO,PA3540023,1.2,mg/L,340,107,
Schuylkill,2014,AQUA PA ONEIDA,PA3540071,0.1,mg/L,568,107,
Schuylkill,2014,T&T MHP,PA3540073,2.22,mg/L,40,107,
Schuylkill,2014,AQUA PA THE PINES,PA3540069,0.1,mg/L,65,107,
Schuylkill,2014,RINGTOWN BORO WATER DEPARTMENT,PA3540039,3.83,mg/L,823,107,
Schuylkill,2014,MAHANOY TWP AUTH,PA3540011,0.1,mg/L,"7,300",107,
Schuylkill,2014,PINE TERRACE MOBILE HOME PARK,PA3540042,4.22,mg/L,50,107,
Schuylkill,2014,HEGINS HUBLEY AUTHORITY,PA3540047,0.87,mg/L,"3,870",107,
Schuylkill,2014,MINERSVILLE MUNICIPAL WATER AU,PA3540035,0.1,mg/L,"6,547",107,
Schuylkill,2014,PAW WILDCAT PARK,PA3540053,0.13,mg/L,80,107,
Schuylkill,2014,PA AM WATER CO-FRACKVILLE DIST,PA3540032,2.93,mg/L,"6,000",107,
Schuylkill,2014,SCHUYLKILL HAVEN BORO WATER,PA3540041,0.1,mg/L,"9,500",107,
Schuylkill,2014,FRIEDEN MANOR MHP,PA3540043,0.5,mg/L,350,107,
Schuylkill,2014,HAPPY VALLEY MOBILE HOME PARK,PA3540059,2.61,mg/L,30,107,
Schuylkill,2014,PINE GROVE BORO WATER SYSTEM,PA3540037,0.1,mg/L,"3,170",107,
Schuylkill,2014,PINE GROVE TOWNSHIP AUTHORITY,PA3540062,0.1,mg/L,260,107,
Schuylkill,2014,SHENANDOAH MUN WATER AUTHORITY,PA3540044,0.1,mg/L,"9,500",107,
Snyder,2014,SPRING TWP MUNICIPAL AUTHORITY,PA4550011,0.1,mg/L,805,109,
Snyder,2014,PENN TOWNSHIP MUNICIPAL AUTH,PA4550028,2.34,mg/L,150,109,
Snyder,2014,MIDDLEBURG MUNICIPAL AUTHORITY,PA4550016,0.19,mg/L,"1,600",109,
Snyder,2014,SALEM MANOR MOBILE HOME PARK,PA4550025,9.31,mg/L,240,109,
Snyder,2014,AQUA PA MONROE TWP,PA4550009,1.96,mg/L,"2,400",109,
Snyder,2014,KREAMER MUN AUTH,PA4550014,1.75,mg/L,980,109,
Snyder,2014,SHAMOKIN DAM BOROUGH,PA4550022,0.55,mg/L,"1,700",109,
Snyder,2014,FREEBURG MUNICIPAL AUTHORITY,PA4550013,8.16,mg/L,685,109,
Snyder,2014,ADAMS TWP MUNICIPAL AUTHORITY,PA4550006,0.1,mg/L,225,109,
Snyder,2014,SELINSGROVE MUN WATERWORKS,PA4550005,2.8,mg/L,"5,430",109,
Snyder,2014,PERRY TWP MUNICIPAL AUTH,PA4550018,1.08,mg/L,285,109,
Snyder,2014,AQUA PA PENNSVIEW SYSTEM,PA4550024,1.9,mg/L,350,109,
Snyder,2014,BEAVERTOWN MUNICIPAL AUTHORITY,PA4550012,0.1,mg/L,935,109,
Snyder,2014,PENNS CREEK MUNICIPAL AUTH,PA4550019,1.04,mg/L,725,109,
Snyder,2014,MCCLURE MUNICIPAL AUTHORITY,PA4550015,0.1,mg/L,845,109,
Snyder,2014,AQUA PA KRATZERVILLE,PA4550008,3.55,mg/L,435,109,
Snyder,2014,SELINSGROVE CENTER,PA4550800,3.7,mg/L,"1,280",109,
Somerset,2014,GLADES PIKE ESTATES,PA4560004,0.1,mg/L,180,111,
Somerset,2014,JENNERSTOWN MUNI AUTH,PA4560038,0.1,mg/L,800,111,
Somerset,2014,LAUREL MOUNTAIN VILLAGE,PA4560054,0.19,mg/L,120,111,
Somerset,2014,WILBUR COMMUNITY WATER,PA4560050,0.19,mg/L,170,111,
Somerset,2014,HIDDEN VALLEY RESORT LP,PA4560049,0.57,mg/L,750,111,
Somerset,2014,ADDISON AREA WATER AUTH,PA4560028,0.1,mg/L,380,111,
Somerset,2014,SUNNY ACRES,PA4560040,0.16,mg/L,390,111,
Somerset,2014,BOSWELL BORO MUNI AUTH,PA4560030,0.1,mg/L,"2,125",111,
Somerset,2014,GAHAGEN WATER ASSN,PA4560032,0.1,mg/L,49,111,
Somerset,2014,SALISBURY BORO WATER COMM,PA4560041,1.45,mg/L,700,111,
Somerset,2014,INDIAN LAKE BORO WATERWORKS,PA4560025,0.1,mg/L,"1,134",111,
Somerset,2014,ROCKWOOD BORO MUNI AUTH,PA4560020,0.1,mg/L,"1,250",111,
Somerset,2014,LINCOLN TWP MUNI AUTH,PA4560031,0.1,mg/L,"1,180",111,
Somerset,2014,SOMERSET BORO MUNI WATER AUTH,PA4560042,0.2,mg/L,"8,500",111,
Somerset,2014,SOMERSET TWP LISTIE WATER SYS,PA4560002,0.1,mg/L,218,111,
Somerset,2014,HILLCREST MANOR ESTATES,PA4560053,0.1,mg/L,250,111,
Somerset,2014,SEVEN SPRINGS MUNI AUTH,PA4560024,0.1,mg/L,"3,000",111,
Somerset,2014,BROOK HAVEN ACRES,PA4560034,0.1,mg/L,75,111,
Somerset,2014,READING MINES,PA4560019,0.1,mg/L,476,111,
Somerset,2014,REST ASSURED ASSISTED LIVING,PA4560016,0.1,mg/L,70,111,
Somerset,2014,CONFLUENCE BORO MUNI AUTH,PA4560033,2.53,mg/L,950,111,
Somerset,2014,SOMERSET CNTY QUEMAHONING SYST,PA4560009,0.88,mg/L,25,111,
Somerset,2014,WINDBER AREA AUTH,PA4560013,0.11,mg/L,"9,454",111,
Somerset,2014,CAIRNBROOK IMPROVEMENT ASSN,PA4560021,0.1,mg/L,910,111,
Somerset,2014,BERLIN BORO MUNI AUTH,PA4560029,0.1,mg/L,"2,450",111,
Somerset,2014,STONEBRIDGE GARDENS MHP,PA4560006,0.31,mg/L,95,111,
Somerset,2014,MEYERSDALE MUNI AUTH,PA4560012,0.1,mg/L,"3,019",111,
Somerset,2014,CENTRAL CITY WATER AUTH,PA4560045,0.1,mg/L,"2,310",111,
Somerset,2014,SOMERSET ESTATES MHP,PA4560003,0.06,mg/L,285,111,
Somerset,2014,HOOVERSVILLE MUNI AUTH,PA4560037,1.31,mg/L,879,111,
Somerset,2014,CONEMAUGH TWP MUNI AUTH,PA4560048,0.1,mg/L,"7,800",111,
Sullivan,2014,GUARDIAN ELDER CARE,PA2570001,1.83,mg/L,100,113,
Sullivan,2014,LAPORTE BORO MUN WATER SYSTEM,PA2570004,0.5,mg/L,325,113,
Sullivan,2014,RED ROCK JOB CORPS CENTER,PA2570005,0.56,mg/L,425,113,
Sullivan,2014,DUSHORE WATER AUTHORITY,PA2570003,0.46,mg/L,400,113,
Susquehanna,2014,LAZYBROOK MOBILE HOME PARK,PA2580015,0.1,mg/L,51,115,
Susquehanna,2014,HARFORD WATER ASSOCIATION,PA2580027,0.1,mg/L,100,115,
Susquehanna,2014,WHITES MOBILE HOME PARK,PA2580001,1.68,mg/L,90,115,
Susquehanna,2014,AQUA PA WATER CO HOP BOTTOM,PA2580012,0.1,mg/L,265,115,
Susquehanna,2014,WEIDAS MOBILE HOME PARK,PA2580021,0.1,mg/L,77,115,
Susquehanna,2014,PAWC FOREST CITY,PA2359014,0.11,mg/L,"3,383",115,
Susquehanna,2014,AQUA PA WATER CO BROOKLYN,PA2580010,0.1,mg/L,44,115,
Susquehanna,2014,CHOCONUT CREEK APARTMENTS,PA2580047,0.1,mg/L,25,115,
Susquehanna,2014,OAKLAND TRAILER PARK,PA2580035,0.1,mg/L,90,115,
Susquehanna,2014,PA AMER WATER THOMPSON,PA2580026,0.77,mg/L,291,115,
Susquehanna,2014,LIBERTY PARK,PA2580038,0.64,mg/L,40,115,
Susquehanna,2014,SUSQUEHANNA CNTY CORR FAC,PA2580045,1.29,mg/L,70,115,
Susquehanna,2014,NEW MILFORD MUNICIPAL AUTH,PA2580019,0.1,mg/L,979,115,
Susquehanna,2014,GRACIOUS LIVING ESTATES,PA2580046,0.85,mg/L,77,115,
Susquehanna,2014,PA AMER WATER CO SUSQUEHANNA,PA2580024,0.52,mg/L,"3,034",115,
Susquehanna,2014,LAKE RAYLEAN WATER ASSOCIATION,PA2580036,2.5,mg/L,47,115,
Susquehanna,2014,ELK MEADOWS,PA2580042,0.38,mg/L,96,115,
Susquehanna,2014,OAKLAND BOROUGH WATER CO,PA2580025,0.77,mg/L,850,115,
Susquehanna,2014,SHADY LANE HOME PARK,PA2580022,0.59,mg/L,40,115,
Susquehanna,2014,PA AMER WATER CO MONTROSE,PA2580023,0.47,mg/L,"1,982",115,
Susquehanna,2014,VILLAGE OF FOUR SEASONS,PA2580039,1.43,mg/L,325,115,
Susquehanna,2014,TERRACE HILL MHP,PA2580040,0.89,mg/L,90,115,
Susquehanna,2014,LAKE WALTER WATER ASSOCIATION,PA2580032,1.79,mg/L,165,115,
Tioga,2014,KNOXVILLE WATER DEPT,PA2590036,0.1,mg/L,590,117,
Tioga,2014,BLOSSBURG MUNICIPAL AUTHORITY,PA2590033,0.3,mg/L,"1,650",117,
Tioga,2014,MIDDLEBURY MHC,PA2590018,0.34,mg/L,57,117,
Tioga,2014,MANSFIELD UNIVERSITY,PA2590812,0.65,mg/L,"3,000",117,
Tioga,2014,OSCEOLA TWP MUNICIPAL AUTHORIT,PA2590045,0.1,mg/L,400,117,
Tioga,2014,HILLSIDE VIEW MHP,PA2590013,0.1,mg/L,85,117,
Tioga,2014,MANSFIELD BORO MUNICIPAL AUTH,PA2590038,0.38,mg/L,"4,100",117,
Tioga,2014,DUNCAN TWP MUNICIPAL AUTHORITY,PA2590048,0.1,mg/L,220,117,
Tioga,2014,BLOSS TWP MUNICIPAL AUTHORITY,PA2590044,0.19,mg/L,350,117,
Tioga,2014,PLEASANT VILLAGE MHP,PA2590017,0.1,mg/L,40,117,
Tioga,2014,WELLSBORO MUNICIPAL AUTHORITY,PA2590042,0.1,mg/L,"3,324",117,
Tioga,2014,BAKERCREST PCH,PA2590054,0.1,mg/L,36,117,
Tioga,2014,COUNTRY LIVING MHP,PA2590041,0.79,mg/L,92,117,
Tioga,2014,WATROUS WATER ASSOCIATION,PA2590029,0.71,mg/L,45,117,
Tioga,2014,NEWTOWN HILL APARTMENTS,PA2590006,0.1,mg/L,50,117,
Tioga,2014,WESTFIELD BOROUGH WATERWORKS,PA2590043,2.91,mg/L,"1,300",117,
Union,2014,MIFFLINBURG BORO WATER DEPT,PA4600012,2.93,mg/L,"3,690",119,
Union,2014,PINE VALLEY MOBILE HOME COURT,PA4600003,0.77,mg/L,425,119,
Union,2014,NEW BERLIN MUNICIPAL AUTHORITY,PA4600010,1.37,mg/L,990,119,
Venango,2014,OIL CITY,PA6610023,0.5,mg/L,"12,653",121,
Venango,2014,POLK CENTER,PA6610010,0.89,mg/L,"1,161",121,
Venango,2014,ROCKY RIDGE VILLAGE,PA6610032,0.5,mg/L,110,121,
Venango,2014,COUNTRY ESTATES MHP,PA6610038,0.5,mg/L,90,121,
Venango,2014,SENECA & CRANBERRY MALL DIST,PA6610031,0.5,mg/L,"4,400",121,
Venango,2014,D AND S ESTATES,PA6610033,0.5,mg/L,75,121,
Venango,2014,ROUSEVILLE MUN WATERWORKS,PA6610028,0.1,mg/L,523,121,
Venango,2014,COUNTRY ACRES PERSONAL CARE,PA6610045,0.1,mg/L,35,121,
Venango,2014,KENNERDELL NORTH WATER SYSTEM,PA6610859,0.5,mg/L,325,121,
Venango,2014,COOPERSTOWN WATER COMPANY,PA6610017,1.13,mg/L,360,121,
Venango,2014,SUGARCREEK WATER CO,PA6610029,1.4,mg/L,205,121,
Venango,2014,VENANGO WATER CO,PA6610014,0.4,mg/L,550,121,
Venango,2014,CLINTONVILLE BORO WTP,PA6610016,0.5,mg/L,510,121,
Venango,2014,AQUA PA EMLENTON,PA6610019,0.1,mg/L,999,121,
Venango,2014,SUGAR CREEK STATION,PA6610002,0.5,mg/L,300,121,
Venango,2014,BARKEYVILLE MUN AUTHORITY,PA6610036,0.5,mg/L,"1,600",121,
Venango,2014,BRANDON MAINTENANCE,PA6610046,0.5,mg/L,300,121,
Venango,2014,BUCHOLZ MOBILE HOME PARK,PA6610009,1.61,mg/L,50,121,
Venango,2014,GENERAL AUTHORITY OF FRANKLIN,PA6610020,1.14,mg/L,"8,600",121,
Warren,2014,VALLEY VIEW VILLAGE MHP,PA6620005,0.05,mg/L,75,123,
Warren,2014,CHANDLERS VALLEY MHP,PA6620043,0.19,mg/L,40,123,
Warren,2014,RIVERVIEW COMMUNITIES LP SOUTH,PA6620833,0.05,mg/L,100,123,
Warren,2014,PINE GROVE TWP WATER SYSTEM,PA6620029,0.1,mg/L,640,123,
Warren,2014,WILDERNESS MHP,PA6620019,0.1,mg/L,260,123,
Warren,2014,WARREN STATE HOSPITAL,PA6620034,2.77,mg/L,"1,300",123,
Warren,2014,PLEASANT VALLEY MHP,PA6620038,0.35,mg/L,210,123,
Warren,2014,SOUTHWEST WARREN CO MUN AUTH,PA6620032,0.5,mg/L,"1,040",123,
Warren,2014,PA AMERICAN WATER CO WARREN,PA6620020,0.35,mg/L,"14,650",123,
Warren,2014,SHEFFIELD TWP MUNICIPAL AUTH,PA6620031,0.5,mg/L,"1,075",123,
Warren,2014,NORTH WARREN MUNI AUTHORITY,PA6620028,1.88,mg/L,"1,600",123,
Warren,2014,MIRACLE MOUNTAIN RANCH,PA6620371,0.1,mg/L,74,123,
Warren,2014,AQUA PA CLARENDON,PA6620021,0.1,mg/L,800,123,
Warren,2014,WEST SHEFFIELD WATER ASSN,PA6620007,0.05,mg/L,225,123,
Warren,2014,YOUNGSVILLE MUN WATERWORKS,PA6620039,1.1,mg/L,"2,004",123,
Washington,2014,TRI CNTY JT MUNI AUTH,PA5630045,0.1,mg/L,"10,100",125,
Washington,2014,AUTH OF BORO OF CHARLEROI,PA5630039,0.71,mg/L,"26,330",125,
Wayne,2014,LAKESIDE MOBILE HOME PARK,PA2640008,1.22,mg/L,48,127,
Wayne,2014,MOUNTAIN CREST DEVELOPMENT,PA2640056,0.35,mg/L,44,127,
Wayne,2014,ARNOLD APARTMENTS,PA2640042,0.3,mg/L,44,127,
Wayne,2014,CANAL MOBILE HOME PARK,PA2640012,0.5,mg/L,200,127,
Wayne,2014,HIMALAYAN INSTITUTE,PA2640057,0.76,mg/L,124,127,
Wayne,2014,AQUA PA HONESDALE,PA2640018,0.1,mg/L,"5,500",127,
Wayne,2014,COBBS LAKE PRESERVE,PA2640066,0.43,mg/L,200,127,
Wayne,2014,AQUA PA GOULDSBORO,PA2640022,0.1,mg/L,350,127,
Wayne,2014,AQUA PA PAUPACKAN LAKE ESTATES,PA2640048,0.1,mg/L,800,127,
Wayne,2014,BUCKINGHAM ESTATES,PA2640063,0.62,mg/L,57,127,
Wayne,2014,HILLTOP VILLAGE ASSOCIATION,PA2640019,1.39,mg/L,86,127,
Wayne,2014,SUNRISE TERRACE MOBILE HOME PK,PA2640004,0.8,mg/L,144,127,
Wayne,2014,AQUA PA GARDEN HILLS,PA2640017,0.1,mg/L,90,127,
Wayne,2014,CHERRY HILL MOBILE HOME COURT,PA2640024,1.65,mg/L,86,127,
Wayne,2014,AQUA PA WATER CO SCI WAYMART,PA2640020,0.1,mg/L,"3,200",127,
Wayne,2014,HAMLIN WATER COMPANY,PA2640044,1.25,mg/L,400,127,
Wayne,2014,THE DEVEREUX FOUNDATION,PA2640014,1,mg/L,89,127,
Wayne,2014,ORCHARD GROVE MHP,PA2640299,1.41,mg/L,66,127,
Wayne,2014,ROAMINGWOOD SEWER AND WATER,PA2640025,0.47,mg/L,"7,105",127,
Wayne,2014,WOODLAND HILLS,PA2640051,0.66,mg/L,320,127,
Wayne,2014,BETHANY VILLAGE,PA2640065,0.95,mg/L,99,127,
Wayne,2014,WALLENPAUPACK LAKE ESTATES,PA2640036,0.1,mg/L,"2,200",127,
Wayne,2014,PORT FLORENCE DEVELOPMENT,PA2640015,0.66,mg/L,100,127,
Wayne,2014,HOLLISTER HEIGHTS MHP,PA2640064,1.66,mg/L,60,127,
Wayne,2014,AQUA PA WAYNE COUNTY PRISON,PA2640031,0.1,mg/L,160,127,
Wayne,2014,LAKE WALLENPAUPACK SANDY SHORE,PA2640023,0.43,mg/L,499,127,
Wayne,2014,PARADISE POINT,PA2640052,0.1,mg/L,300,127,
Wayne,2014,RYAN HILL DEVELOPMENT,PA2640050,0.89,mg/L,75,127,
Wayne,2014,ASPEN RIDGE POA,PA2640703,0.1,mg/L,50,127,
Wayne,2014,NEVILLES MOBILE HOME COURT,PA2640006,1.74,mg/L,85,127,
Wayne,2014,WOODLYN RESIDENCES,PA2640055,0.8,mg/L,35,127,
Wayne,2014,PAW INDIAN ROCKS,PA2640047,0.42,mg/L,"1,100",127,
Wayne,2014,CHERRY HILL AT HOLIDAY PARK,PA2640010,2.32,mg/L,100,127,
Wayne,2014,HIGHLAND FIELDS,PA2640053,0.5,mg/L,61,127,
Wayne,2014,SABER HEALTH CARE GROUP,PA2640046,0.74,mg/L,200,127,
Wayne,2014,AQUA PA WATER CO  WAYMART,PA2640032,0.1,mg/L,"1,100",127,
Wayne,2014,PINE GROVE ESTATES,PA2640049,1.23,mg/L,263,127,
Wayne,2014,SALEM HEIGHTS ESTATES,PA2640054,0.48,mg/L,62,127,
Wayne,2014,AQUA PA WATER CO HAWLEY,PA2640028,0.1,mg/L,"1,800",127,
Westmoreland,2014,LITTLE ACRES MHP,PA5650012,1.13,mg/L,51,129,
Westmoreland,2014,WESTMD MUN AUTH-SWEENEY PLANT,PA5650032,0.58,mg/L,"140,000",129,
Westmoreland,2014,SUN DIAL VILLAGE MHP,PA5650017,1.14,mg/L,83,129,
Westmoreland,2014,ROLLING ROCK FARMS,PA5650390,0.1,mg/L,60,129,
Westmoreland,2014,HIGHRIDGE WATER AUTH,PA5650069,0.1,mg/L,"12,000",129,
Westmoreland,2014,FAIRFIELD MANOR MHP,PA5650098,0.1,mg/L,92,129,
Westmoreland,2014,PINE GARDEN APARTMENTS,PA5650026,6.81,mg/L,40,129,
Westmoreland,2014,TORRANCE STATE HOSPITAL,PA5650036,0.1,mg/L,870,129,
Westmoreland,2014,NEW KENSINGTON MUNI AUTH,PA5650070,0.1,mg/L,"47,800",129,
Westmoreland,2014,WATERFORD WATERWORKS,PA5650037,0.25,mg/L,389,129,
Westmoreland,2014,COVENANT MHP,PA5650056,0.25,mg/L,25,129,
Westmoreland,2014,DERRY BORO MUNI AUTH,PA5650049,0.25,mg/L,"6,500",129,
Westmoreland,2014,HILLVIEW ESTATES,PA5650095,0.37,mg/L,50,129,
